target_url,target_url_domain,target_url_top_level_domain,final_url,final_url_domain,final_url_website,final_url_top_level_domain,canonical_link,final_url_mimetype,final_url_live,target_url_redirects,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,final_url_status_code,target_url_404_test,scan_date,primary_scan_status,not_found_scan_status,robots_txt_scan_status,sitemap_xml_scan_status,dns_scan_status,dns_ipv6,dns_hostname,source_list,cms,cloud_dot_gov_pages,required_links_url,required_links_text,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_count,uswds_usa_classes,uswds_inline_css,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,og_article_published_final_url,og_article_modified_final_url,og_title_final_url,og_description_final_url,main_element_present_final_url,robots_txt_final_url,robots_txt_detected,robots_txt_final_url_live,robots_txt_target_url_redirects,robots_txt_final_url_status_code,robots_txt_final_url_mimetype,robots_txt_final_url_filesize_in_bytes,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_final_url,sitemap_xml_detected,sitemap_xml_final_url_live,sitemap_xml_target_url_redirects,sitemap_xml_final_url_status_code,sitemap_xml_final_url_mimetype,sitemap_xml_final_url_filesize_in_bytes,sitemap_xml_count,sitemap_xml_pdf_count,third_party_service_domains,third_party_service_count,viewport_meta_tag,cookie_domains,login_provider,login_detected,searchgov,search_detected,dap_detected_final_url,dap_parameters_final_url
www.afsbeurope.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Europe 405th Army Field Support Brigade,Executive,,,2024-01-20T05:00:10.909Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".afsbeurope.army.mil"","".army.mil"","".www.afsbeurope.army.mil""]",,,,,,
cyber.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Cyber Institute,Executive,,,2024-01-20T05:01:05.412Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".cyber.army.mil""]",,,,,,
www.aepubs.eur.army.mil,army.mil,mil,,,,,,,,,,,Army,Army in Europe Library and Publishing,Executive,,,2024-01-20T05:01:09.014Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".aepubs.eur.army.mil"","".army.mil"","".www.aepubs.eur.army.mil"",""www.aepubs.eur.army.mil""]",,,,,,
www.jblmdesignstandards.army.mil,army.mil,mil,,,,,,,,,,,Army,Joint Base Lewis McChord Design Standards,Executive,,,2024-01-20T06:39:11.014Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".jblmdesignstandards.army.mil"","".www.jblmdesignstandards.army.mil"",""www.jblmdesignstandards.army.mil""]",,,,,,
www.afod.eur.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Flight Operations Detachment,Executive,,,2024-01-20T06:39:12.023Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".afod.eur.army.mil"","".army.mil"","".www.afod.eur.army.mil"",""www.afod.eur.army.mil""]",,,,,,
www.2cr.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Europe 2nd Cavalry Regiment,Executive,,,2024-01-20T04:59:20.305Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".2cr.army.mil"","".army.mil"","".www.2cr.army.mil"",""www.2cr.army.mil""]",,,,,,
www.europeafrica.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Europe,Executive,,,2024-01-20T05:00:43.630Z,dns_resolution_error,unknown_error,completed,completed,completed,False,edgekey.net,"[""mil""]",,,,,,,,,,,,,,,,,,,,https://www.europeafrica.army.mil/robots.txt,True,True,False,200.0,text/plain,558.0,,"[""/SiteMap.aspx""]",https://www.europeafrica.army.mil/sitemap.xml,False,False,False,404.0,text/html,,,,,,,"["".army.mil"","".europeafrica.army.mil""]",,,,,,
www.19bcd.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Europe 19th Battlefield Coordination Detachment,Executive,,,2024-01-20T06:36:37.035Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".19bcd.army.mil"","".army.mil"","".www.19bcd.army.mil"",""www.19bcd.army.mil""]",,,,,,
mrdg.health.mil,health.mil,mil,https://mrdg.health.mil/,health.mil,mrdg.health.mil,mil,,text/html,True,False,True,True,Army,Army Medical Research Directorate-Georgia,Executive,200.0,True,2024-01-20T05:04:03.165Z,completed,completed,completed,completed,completed,True,edgekey.net,"[""mil""]",,False,"[""about"",""foia"",""privacy"",""usa.gov""]","[""about us"",""no fear act"",""foia"",""privacy policy"",""usa.gov""]",0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://mrdg.health.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://mrdg.health.mil/sitemap.xml,False,False,False,404.0,text/html,,,,"[""fonts.googleapis.com"",""fonts.gstatic.com"",""media.defense.gov"",""phil.cdc.gov"",""platform.twitter.com"",""scontent-sea1-1.xx.fbcdn.net"",""search.usa.gov"",""static.xx.fbcdn.net"",""syndication.twitter.com"",""www.facebook.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",12.0,True,"["".health.mil"","".mrdg.health.mil"",""mrdg.health.mil""]",,,,True,True,
recruiting.army.mil,army.mil,mil,https://recruiting.army.mil/,army.mil,recruiting.army.mil,mil,,text/html,True,False,True,True,Army,Army Recruiting Command,Executive,200.0,True,2024-01-20T06:38:01.664Z,completed,completed,completed,completed,completed,True,edgekey.net,"[""mil""]",,False,"[""about"",""foia""]","[""about us"",""foia""]",0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://recruiting.army.mil/robots.txt,True,True,False,200.0,text/plain,558.0,,"[""/SiteMap.aspx""]",https://recruiting.army.mil/sitemap.xml,False,False,False,404.0,text/html,,,,"[""fonts.googleapis.com"",""fonts.gstatic.com"",""googleads.g.doubleclick.net"",""i.ytimg.com"",""jnn-pa.googleapis.com"",""media.defense.gov"",""scontent-sea1-1.xx.fbcdn.net"",""search.usa.gov"",""static.doubleclick.net"",""static.xx.fbcdn.net"",""www.facebook.com"",""www.google-analytics.com"",""www.google.com"",""www.googletagmanager.com"",""www.gstatic.com"",""www.youtube.com"",""yt3.ggpht.com""]",17.0,True,"["".army.mil"","".recruiting.army.mil""]",,,,True,True,
www.10thaamdc.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Europe 10th Air & Missile Defense,Executive,,,2024-01-20T06:39:09.779Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".10thaamdc.army.mil"","".army.mil""]",,,,,,
www.asafm.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Financial Management and Comptroller,Executive,,,2024-01-20T06:36:37.240Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".asafm.army.mil""]",,,,,,
asb.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Science Board,Executive,,,2024-01-20T06:37:27.446Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".asb.army.mil""]",,,,,,
www.amlc.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Medical Logistics Command,Executive,,,2024-01-20T06:36:05.974Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".amlc.army.mil"","".army.mil""]",,,,,,
usapc.army.mil,army.mil,mil,,,,,,,,,,,Army,U.S. Army Petroleum,Executive,,,2024-01-20T06:40:32.340Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".usapc.army.mil"",""usapc.army.mil""]",,,,,,
www.first.army.mil,army.mil,mil,https://www.first.army.mil/,army.mil,www.first.army.mil,mil,,text/html,True,False,True,True,Army,First Army,Executive,200.0,True,2024-01-20T06:37:06.283Z,completed,completed,completed,completed,completed,False,edgekey.net,"[""mil""]",,False,"[""fear"",""foia"",""inspector"",""privacy"",""usa.gov""]","[""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://www.first.army.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://www.first.army.mil/sitemap.xml,False,False,False,404.0,text/html,,,,"[""media.defense.gov"",""search.usa.gov"",""www.google-analytics.com"",""www.googletagmanager.com"",""www.youtube.com""]",5.0,True,"["".army.mil"","".first.army.mil""]",,,,True,True,
www.nrmc.amedd.army.mil,army.mil,mil,https://www.nrmc.amedd.army.mil/,army.mil,www.nrmc.amedd.army.mil,mil,,text/html,False,False,True,True,Army,Army North Atlantic Regional Medical Command,Executive,400.0,,2024-01-20T06:36:39.096Z,completed,unknown_error,completed,completed,completed,False,edgekey.net,"[""mil""]",,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://www.nrmc.amedd.army.mil/robots.txt,False,False,False,400.0,text/html,,,,https://www.nrmc.amedd.army.mil/sitemap.xml,False,False,False,400.0,text/html,,,,,0.0,False,,,,,False,False,
daaf-wx.army.mil,army.mil,mil,,,,,,,,,,,Army,Davison Army Airfield (DAAF),Executive,,,2024-01-20T05:11:20.336Z,dns_resolution_error,unknown_error,dns_resolution_error,completed,completed,True,edgekey.net,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://daaf-wx.army.mil/sitemap.xml,False,False,False,404.0,text/html,,,,,,,"["".army.mil"","".daaf-wx.army.mil""]",,,,,,
www.swcs.mil,swcs.mil,mil,https://www.swcs.mil/,swcs.mil,www.swcs.mil,mil,,text/html,True,False,True,True,Army,John F. Kennedy Special Warfare Center and School,Executive,200.0,True,2024-01-20T06:41:39.728Z,completed,completed,completed,completed,completed,True,edgekey.net,"[""mil""]",,False,"[""about"",""fear"",""foia"",""privacy"",""usa.gov""]","[""about us"",""no fear act"",""foia"",""privacy policy"",""usa.gov""]",0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://www.swcs.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://www.swcs.mil/sitemap.xml,False,False,False,404.0,text/html,,,,"[""fonts.googleapis.com"",""media.defense.gov"",""search.usa.gov"",""www.google-analytics.com"",""www.googletagmanager.com"",""www.youtube.com""]",6.0,True,"["".swcs.mil"","".www.swcs.mil""]",,,,True,True,
www.dasadec.army.mil,army.mil,mil,,,,,,,,,,,Army,Office of the Deputy Assistant Secretary of the Army for Defense Exports and Cooperation,Executive,,,2024-01-20T06:38:19.579Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".dasadec.army.mil"","".www.dasadec.army.mil"",""www.dasadec.army.mil""]",,,,,,
mrc-europe.army.mil,army.mil,mil,,,,,,,,,,,Army,Regional Health Command Europe,Executive,,,2024-01-20T05:11:28.404Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".mrc-europe.army.mil"",""mrc-europe.army.mil""]",,,,,,
www.arnorth.army.mil,army.mil,mil,,,,,,,,,,,Army,U.S. Army North,Executive,,,2024-01-20T05:12:43.732Z,dns_resolution_error,unknown_error,completed,completed,completed,False,edgekey.net,"[""mil""]",,,,,,,,,,,,,,,,,,,,https://www.arnorth.army.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://www.arnorth.army.mil/sitemap.xml,False,False,False,404.0,text/html,,,,,,,"["".army.mil"","".arnorth.army.mil"","".www.arnorth.army.mil""]",,,,,,
www.jpeocbrnd.osd.mil,osd.mil,mil,https://www.jpeocbrnd.osd.mil/,osd.mil,www.jpeocbrnd.osd.mil,mil,,text/html,True,False,True,True,Army,"Joint Program Executive Office for Chemical, Biological, Radiological and Nuclear Defense (JPEO)",Executive,200.0,True,2024-01-20T05:13:22.436Z,completed,completed,completed,completed,completed,True,edgekey.net,"[""mil""]",,False,"[""about"",""fear"",""foia"",""privacy"",""usa.gov""]","[""accessibility"",""no fear act"",""foia"",""privacy policy"",""usa.gov""]",0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://www.jpeocbrnd.osd.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://www.jpeocbrnd.osd.mil/sitemap.xml,False,False,False,404.0,text/html,,,,"[""fonts.gstatic.com"",""googleads.g.doubleclick.net"",""i.ytimg.com"",""jnn-pa.googleapis.com"",""media.defense.gov"",""search.usa.gov"",""static.doubleclick.net"",""www.google-analytics.com"",""www.google.com"",""www.googletagmanager.com"",""www.gstatic.com"",""www.youtube.com"",""yt3.ggpht.com""]",13.0,True,"["".jpeocbrnd.osd.mil"","".osd.mil"","".www.jpeocbrnd.osd.mil""]",,,,True,True,
phcp.health.mil,health.mil,mil,https://phcp.health.mil/,health.mil,phcp.health.mil,mil,,text/html,True,False,True,True,Army,Public Health Command - Pacific,Executive,200.0,True,2024-01-20T05:13:29.585Z,completed,completed,completed,completed,completed,True,edgekey.net,"[""mil""]",,False,"[""about"",""fear"",""foia"",""inspector"",""privacy""]","[""about us"",""accessibility"",""no fear act"",""freedom of information act""]",0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://phcp.health.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://phcp.health.mil/sitemap.xml,False,False,False,404.0,text/html,,,,"[""fonts.googleapis.com"",""media.defense.gov"",""scontent-sea1-1.xx.fbcdn.net"",""search.usa.gov"",""static.xx.fbcdn.net"",""www.facebook.com"",""www.google-analytics.com"",""www.googletagmanager.com"",""www.youtube.com""]",9.0,True,"["".health.mil"","".phcp.health.mil"",""phcp.health.mil""]",,,,True,True,
www.usarcent.army.mil,army.mil,mil,,,,,,,,,,,Army,U.S. Army Central,Executive,,,2024-01-20T05:13:48.296Z,dns_resolution_error,unknown_error,dns_resolution_error,completed,completed,True,edgekey.net,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usarcent.army.mil/sitemap.xml,False,False,False,404.0,text/html,,,,,,,"["".army.mil"","".usarcent.army.mil"","".www.usarcent.army.mil"",""www.usarcent.army.mil""]",,,,,,
jpeoaa.army.mil,army.mil,mil,,,,,,,,,,,Army,Joint Program Executive Office for Armaments & Ammunition (JPEO AA),Executive,,,2024-01-20T05:13:29.795Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".jpeoaa.army.mil""]",,,,,,
www.smdc.army.mil,army.mil,mil,,,,,,,,,,,Army,U.S. Army Space and Missile Defense Command,Executive,,,2024-01-20T05:14:52.066Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,True,edgekey.net,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".smdc.army.mil""]",,,,,,
www.letterkenny.army.mil,army.mil,mil,,,,,,,,,,,Army,Letterkenny Army Depot,Executive,,,2024-01-20T05:14:02.245Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".letterkenny.army.mil""]",,,,,,
smtc.dodlive.mil,dodlive.mil,mil,https://smtc.dodlive.mil/,dodlive.mil,smtc.dodlive.mil,mil,,text/html,True,False,True,True,Army,Strength Maintenance Training Center,Executive,200.0,True,2024-01-20T05:15:53.959Z,completed,completed,completed,completed,completed,True,edgekey.net,"[""mil""]",,False,"[""fear"",""foia"",""privacy"",""usa.gov""]","[""no fear act"",""freedom of information act"",""privacy policy"",""usa.gov""]",0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://smtc.dodlive.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://smtc.dodlive.mil/sitemap.xml,False,False,False,404.0,text/html,,,,"[""fonts.googleapis.com"",""search.usa.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]",4.0,True,"["".dodlive.mil"","".smtc.dodlive.mil""]",,,,True,True,
www.usar.army.mil,army.mil,mil,https://www.usar.army.mil/,army.mil,www.usar.army.mil,mil,,text/html,True,False,True,True,Army,U.S. Army Reserve,Executive,200.0,True,2024-01-20T05:17:31.075Z,completed,completed,completed,completed,completed,False,edgekey.net,"[""mil""]",,False,"[""about"",""fear"",""foia"",""privacy""]","[""about us"",""accessibility"",""no fear act"",""foia"",""inspector general""]",0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://www.usar.army.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://www.usar.army.mil/sitemap.xml,False,False,False,404.0,text/html,,,,"[""d1ldvf68ux039x.cloudfront.net"",""media.defense.gov"",""p.typekit.net"",""search.usa.gov"",""use.typekit.net"",""www.google-analytics.com"",""www.googletagmanager.com"",""www.youtube.com""]",8.0,True,"["".army.mil"","".usar.army.mil""]",,,,True,True,
www.amcom.army.mil,army.mil,mil,,,,,,,,,,,Army,U.S. Army Aviation and Missile Command,Executive,,,2024-01-20T05:16:22.179Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".amcom.army.mil"","".army.mil"","".www.amcom.army.mil""]",,,,,,
www.goarmysof.army.mil,army.mil,mil,,,,,,,,,,,Army,Special Operations Recruiting Battalion SORB(A),Executive,,,2024-01-20T05:16:56.953Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".goarmysof.army.mil""]",,,,,,
www.obtportal.army.mil,army.mil,mil,,,,,,,,,,,Army,U.S. Army Office of Business Transformation,Executive,,,2024-01-20T05:18:03.827Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,akamaitechnologies.com,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".obtportal.army.mil"","".www.obtportal.army.mil"",""www.obtportal.army.mil""]",,,,,,
www.arsouth.army.mil,army.mil,mil,https://www.arsouth.army.mil/,army.mil,www.arsouth.army.mil,mil,,text/html,True,False,True,True,Army,U.S. Army South,Executive,200.0,,2024-01-20T05:17:29.913Z,completed,unknown_error,completed,completed,completed,False,edgekey.net,"[""mil""]",,False,"[""about"",""fear"",""foia"",""inspector"",""privacy"",""usa.gov""]","[""accessibility"",""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,,,False,https://www.arsouth.army.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://www.arsouth.army.mil/sitemap.xml,False,False,False,404.0,text/html,,,,"[""fonts.googleapis.com"",""fonts.gstatic.com"",""media.defense.gov"",""platform.twitter.com"",""scontent-sea1-1.xx.fbcdn.net"",""search.usa.gov"",""static.xx.fbcdn.net"",""syndication.twitter.com"",""www.facebook.com"",""www.google-analytics.com"",""www.googletagmanager.com"",""www.youtube.com""]",12.0,True,"["".army.mil"","".arsouth.army.mil"","".www.arsouth.army.mil"",""www.arsouth.army.mil""]",,,,True,True,
www.mepcom.army.mil,army.mil,mil,,,,,,,,,,,Army,U.S. Military Entrance Processing Command,Executive,,,2024-01-20T05:19:17.758Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".army.mil"","".mepcom.army.mil""]",,,,,,
www.wrair.army.mil,army.mil,mil,,,,,,,,,,,Army,Walter Reed Army Institute of Research (WRAIR),Executive,,,2024-01-20T06:41:55.612Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medlinet.amedd.army.mil,army.mil,mil,,,,,,,,,,,Army,AMEDD Virtual Library,Executive,,,2024-01-20T04:56:20.918Z,dns_resolution_error,unknown_error,completed,completed,completed,False,edgekey.net,"[""mil""]",,,,,,,,,,,,,,,,,,,,https://medlinet.amedd.army.mil/robots.txt,True,True,False,200.0,text/plain,582.0,,"[""/DesktopModules/SiteData/SiteMap.ashx""]",https://medlinet.amedd.army.mil/sitemap.xml,False,False,False,404.0,text/html,,,,,,,"["".army.mil"","".medlinet.amedd.army.mil""]",,,,,,
www.2sigbde.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Europe 2nd Theater Signal Brigade,Executive,,,2024-01-20T05:00:14.536Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".2sigbde.army.mil"","".army.mil"","".www.2sigbde.army.mil"",""www.2sigbde.army.mil""]",,,,,,
www.41fab.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Europe 41st Field Artillery Brigade,Executive,,,2024-01-20T04:59:44.991Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".41fab.army.mil"","".army.mil"","".www.41fab.army.mil"",""www.41fab.army.mil""]",,,,,,
www.arcyber.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Cyber Command,Executive,,,2024-01-20T05:01:59.851Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".arcyber.army.mil"","".army.mil""]",,,,,,
www.12cab.army.mil,army.mil,mil,,,,,,,,,,,Army,Army Europe 12th Combat Aviation Brigade,Executive,,,2024-01-20T05:42:40.900Z,dns_resolution_error,unknown_error,dns_resolution_error,dns_resolution_error,completed,False,,"[""mil""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"["".12cab.army.mil"","".army.mil""]",,,,,,
