target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count
www.uscc.gov,uscc.gov,.gov,False,https://www.uscc.gov/,uscc.gov,gov,www.uscc.gov,True,200.0,text/html,True,True,U.S.-China Economic and Security Review Commission,U.S.-China Economic and Security Review Commission,Legislative,True,"[""gov"",""2020_eot""]",,2024-09-26T05:15:29.026Z,completed,completed,completed,completed,completed,completed,unknown_error,timeout,False,amazonaws.com,Drupal,,,True,,False,,,G-ZPP1ZNXFCG,"[""abs-0.twimg.com"",""abs.twimg.com"",""analytics.google.com"",""fonts.googleapis.com"",""fonts.gstatic.com"",""pbs.twimg.com"",""platform.twitter.com"",""s7.addthis.com"",""stats.g.doubleclick.net"",""syndication.twitter.com"",""use.fontawesome.com"",""www.google.com"",""www.googletagmanager.com"",""www.gstatic.com""]","[""https://abs-0.twimg.com/emoji/v2/svg/1f3a5.svg"",""https://abs-0.twimg.com/emoji/v2/svg/1f477.svg"",""https://abs-0.twimg.com/emoji/v2/svg/1f4d6.svg"",""https://abs-0.twimg.com/emoji/v2/svg/1f4e3.svg"",""https://abs.twimg.com/sticky/animations/like.4.json"",""https://analytics.google.com/g/collect"",""https://fonts.googleapis.com/css"",""https://fonts.gstatic.com/s/playfairdisplay/v37/nuFiD-vYSZviVYUb_rj3ij__anPXDTzYgEM86xQ.woff2"",""https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxKKTU1Kg.woff2"",""https://fonts.gstatic.com/s/sourcesanspro/v22/6xK3dSBYKcSV-LCoeQqfX1RYOo3qOK7lujVj9w.woff2"",""https://fonts.gstatic.com/s/sourcesanspro/v22/6xKydSBYKcSV-LCoeQqfX1RYOo3ig4vwlxdu3cOWxw.woff2"",""https://pbs.twimg.com/media/GVbthebWsAAC_BZ"",""https://pbs.twimg.com/media/GXCntweXkAAxvpQ"",""https://pbs.twimg.com/media/GXnbGjeW4AAS6uI"",""https://pbs.twimg.com/profile_images/998649837443735552/iQKnG_8R_mini.jpg"",""https://pbs.twimg.com/profile_images/998649837443735552/iQKnG_8R_normal.jpg"",""https://platform.twitter.com/_next/static/H8u53u8SWsWwviLqzqhm-/_buildManifest.js"",""https://platform.twitter.com/_next/static/H8u53u8SWsWwviLqzqhm-/_ssgManifest.js"",""https://platform.twitter.com/_next/static/chunks/1362.42d432e02f7980bca032.js"",""https://platform.twitter.com/_next/static/chunks/1755.07a49c40b12af4f75780.js"",""https://platform.twitter.com/_next/static/chunks/1893.884064a6b9a70e0ded05.js"",""https://platform.twitter.com/_next/static/chunks/3077.44bfeb00af01bc4020f6.js"",""https://platform.twitter.com/_next/static/chunks/4956.c4e51ef593974b9db0bb.js"",""https://platform.twitter.com/_next/static/chunks/5893.d500bd2a89ded806aa73.js"",""https://platform.twitter.com/_next/static/chunks/8283.f3e5048cca7cef5eed7f.js"",""https://platform.twitter.com/_next/static/chunks/8526.0c32a8f0cfc5749221a3.js"",""https://platform.twitter.com/_next/static/chunks/loaders.card.DefaultCard.4fb77b620538a6cca5c7.js"",""https://platform.twitter.com/_next/static/chunks/main-babd9234dc048fb47339.js""]",14.0,"["".uscc.gov""]",True,0.0093709888916015,402.599,"[""about"",""privacy""]","[""about us"",""accessibility""]",,,Homepage | U.S.- CHINA | ECONOMIC and SECURITY REVIEW COMMISSION,,,,,,,,,,https://www.uscc.gov/,en,,False,True,False,https://www.uscc.gov/robots.txt,True,200.0,text/plain,1706.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0
uscc.gov,uscc.gov,.gov,,,,,,,,,,,U.S.-China Economic and Security Review Commission,U.S.-China Economic and Security Review Commission,Legislative,True,"[""gov""]",,2024-09-26T01:36:37.276Z,timeout,completed,completed,completed,completed,completed,completed,completed,False,amazonaws.com,,,,,,,,,G-ZPP1ZNXFCG,,,,"["".uscc.gov""]",,0.0065688856201171,422.5,,,True,True,Homepage | U.S.- CHINA | ECONOMIC and SECURITY REVIEW COMMISSION,,,,,,,,,,,,,,True,True,https://www.uscc.gov/robots.txt,True,200.0,text/plain,1706.0,,,True,True,https://www.uscc.gov/sitemap.xml,True,200.0,application/xml,155692.0,713.0,0.0,,,,,,,,,,,,
