target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,accessibility_violations,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count,www_scan_status,www_url,www_status_code,www_title
lscgrants.lsc.gov,lsc.gov,gov,,,,,,,,,,,Legal Services Corporation,Legal Services Corporation,Executive,,"[""pulse""]",,2025-01-12T04:15:00.571Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
oig.lsc.gov,lsc.gov,gov,False,https://oig.lsc.gov/,lsc.gov,gov,oig.lsc.gov,True,200.0,text/html,True,True,Legal Services Corporation,Legal Services Corporation,Executive,True,"[""pulse"",""gov_man""]",,2025-01-12T04:17:01.243Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""images"":1,""link-purpose"":3,""lists"":2}",False,amazonaws.com,Drupal,,,True,,False,,,,"[""cdn-images.mailchimp.com"",""cdn.jsdelivr.net"",""fonts.googleapis.com"",""fonts.gstatic.com""]","[""https://cdn-images.mailchimp.com/embedcode/classic-10_7.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/7.x-3.x/drupal-bootstrap.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/8.x-3.x/drupal-bootstrap.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/7.x-3.x/drupal-bootstrap.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/8.x-3.x/drupal-bootstrap.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/7.x-3.x/drupal-bootstrap.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/8.x-3.x/drupal-bootstrap.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.4.0/8.x-3.x/drupal-bootstrap.css"",""https://cdn.jsdelivr.net/npm/bootstrap@3.4.1/dist/css/bootstrap.css"",""https://cdn.jsdelivr.net/npm/bootstrap@3.4.1/dist/fonts/glyphicons-halflings-regular.woff2"",""https://cdn.jsdelivr.net/npm/bootstrap@3.4.1/dist/js/bootstrap.js"",""https://fonts.googleapis.com/css"",""https://fonts.gstatic.com/s/opensans/v40/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTS-mu0SC55I.woff2"",""https://fonts.gstatic.com/s/opensans/v40/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTUGmu0SC55K5gw.woff2""]",4.0,,True,0.0397000994466145,501.3999996185303,"[""foia""]","[""foia"",""inspector general""]",False,False,Home Page | OFFICE OF INSPECTOR GENERAL,,,,,,,,,,https://oig.lsc.gov/node/9586,en,,True,True,False,https://oig.lsc.gov/robots.txt,True,200.0,text/plain,2027.0,,,True,False,https://oig.lsc.gov/sitemap.xml,True,200.0,application/xml,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,completed,https://www.oig.lsc.gov,200.0,Home Page | OFFICE OF INSPECTOR GENERAL
remote.lsc.gov,lsc.gov,gov,False,https://remote.lsc.gov/,lsc.gov,gov,remote.lsc.gov,False,403.0,text/html,True,True,Legal Services Corporation,Legal Services Corporation,Executive,False,"[""pulse""]",,2025-01-12T04:19:34.098Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""contrast"":2}",False,,,,,False,,False,,,,,,0.0,,True,0.0,152.5,,,False,False,ZTNA Access Denied,,,,,,,,,,,en,,False,False,False,https://remote.lsc.gov/robots.txt,False,403.0,text/html,,,,False,False,https://remote.lsc.gov/sitemap.xml,False,403.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
lsceweb.lsc.gov,lsc.gov,gov,True,https://lsceweb.lsc.gov/user,lsc.gov,gov,lsceweb.lsc.gov,True,200.0,text/html,True,True,Legal Services Corporation,Legal Services Corporation,Executive,,"[""pulse""]",,2025-01-12T04:20:23.653Z,completed,completed,completed,unknown_error,completed,completed,completed,too_many_redirects,"{""lists"":1,""language"":1,""images"":1,""link-purpose"":4}",True,,Drupal,,"[""\""password\"""",""type=\""password\""""]",True,,False,,,"G-35K1V27EBW,G-ZM5N1YSL7S,UA-21592707-3","[""fonts.googleapis.com"",""fonts.gstatic.com"",""l.sharethis.com"",""sc.lfeeder.com"",""t.sharethis.com"",""tr-rc.lfeeder.com"",""w.sharethis.com"",""ws.sharethis.com"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://fonts.googleapis.com/css"",""https://fonts.gstatic.com/s/droidsans/v18/SlGVmQWMvZQIdix7AFxXkHNSbRYXags.woff2"",""https://l.sharethis.com/pview"",""https://l.sharethis.com/sc"",""https://sc.lfeeder.com/lftracker_v1_Xbp1oaEmpPLaEdVj.js"",""https://t.sharethis.com/1/k/t.dhj"",""https://t.sharethis.com/d/a.gif"",""https://tr-rc.lfeeder.com/"",""https://w.sharethis.com/button/buttons.js"",""https://ws.sharethis.com/button/async-buttons.js"",""https://ws.sharethis.com/button/css/buttons-secure.css"",""https://ws.sharethis.com/images/2017/email_16.png"",""https://ws.sharethis.com/images/2017/facebook_16.png"",""https://ws.sharethis.com/images/2017/google_bmarks_16.png"",""https://ws.sharethis.com/images/2017/linkedin_16.png"",""https://ws.sharethis.com/images/2017/sharethis_16.png"",""https://ws.sharethis.com/images/2017/twitter_16.png"",""https://www.google-analytics.com/analytics.js"",""https://www.google-analytics.com/j/collect"",""https://www.googletagmanager.com/gtag/js"",""https://www.googletagmanager.com/gtm.js""]",10.0,"["".lsc.gov""]",False,0.1911914868164062,685.0999999046326,"[""inspector"",""privacy""]","[""inspector general""]",True,True,User account | EWeb,,,,,,,,,,https://lsceweb.lsc.gov/user,,,False,True,False,https://lsceweb.lsc.gov/robots.txt,True,200.0,text/plain,2189.0,10.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
stage2015.lsc.gov,lsc.gov,gov,,,,,,,,,,,Legal Services Corporation,Legal Services Corporation,Executive,,"[""pulse""]",,2025-01-12T04:22:08.864Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
autodiscover.oig.lsc.gov,lsc.gov,gov,,,,,,,,,,,Legal Services Corporation,Legal Services Corporation,Executive,,"[""pulse""]",,2025-01-12T04:24:51.986Z,connection_refused,connection_refused,completed,unknown_error,connection_refused,connection_refused,completed,connection_refused,,True,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
grants.lsc.gov,lsc.gov,gov,,,,,,,,,,,Legal Services Corporation,Legal Services Corporation,Executive,,"[""pulse""]",,2025-01-12T04:29:04.063Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
tig.lsc.gov,lsc.gov,gov,,,,,,,,,,,Legal Services Corporation,Legal Services Corporation,Executive,,"[""pulse""]",,2025-01-12T04:32:26.811Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
autodiscover.lsc.gov,lsc.gov,gov,,,,,,,,,,,Legal Services Corporation,Legal Services Corporation,Executive,,"[""pulse""]",,2025-01-12T04:11:00.982Z,connection_refused,connection_refused,completed,unknown_error,connection_refused,connection_refused,completed,connection_refused,,True,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
newain.lsc.gov,lsc.gov,gov,,,,,,,,,,,Legal Services Corporation,Legal Services Corporation,Executive,,"[""pulse""]",,2025-01-12T04:12:04.022Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
