target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count
www.nwtrb.gov,nwtrb.gov,.gov,False,https://www.nwtrb.gov/,nwtrb.gov,gov,www.nwtrb.gov,True,200.0,text/html,True,True,U.S. Nuclear Waste Technical Review Board,Nuclear Waste Technical Review Board,Executive,True,"[""gov"",""dap"",""2020_eot"",""usagov""]",,2024-12-13T04:18:55.984Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,False,,,,,False,,True,"{""agency"":""NWTRB""}",20240711 v8.4 - GA4,"G-B22CPKJ7J9,G-CSLL4ZEK4L","[""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://fonts.googleapis.com/css"",""https://fonts.gstatic.com/s/opensans/v40/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4gaVQUwaEQbjA.woff"",""https://fonts.gstatic.com/s/ptsans/v17/jizaRExUiTo99u79D0KExcOPIDU.woff2"",""https://fonts.gstatic.com/s/ptsans/v17/jizfRExUiTo99u79B_mh0O6tLR8a8zI.woff2"",""https://www.googletagmanager.com/gtag/js"",""https://www.googletagmanager.com/gtm.js""]",4.0,"["".nwtrb.gov"",""www.nwtrb.gov""]",True,0.5524466660156251,824.2999999523163,"[""about"",""fear"",""foia"",""privacy""]","[""about us"",""no fear act"",""foia"",""privacy policy"",""vulnerability disclosure""]",,,U.S. Nuclear Waste Technical Review Board | NWTRB,,,,,,,,,,https://www.nwtrb.gov,en,,True,True,False,https://www.nwtrb.gov/robots.txt,True,200.0,text/plain,176.0,,"[""http://www.nwtrb.gov/sitemap/sitemap.xml""]",False,False,https://www.nwtrb.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0
nwtrb.gov,nwtrb.gov,.gov,True,https://www.nwtrb.gov/,nwtrb.gov,gov,www.nwtrb.gov,True,200.0,text/html,True,False,U.S. Nuclear Waste Technical Review Board,Nuclear Waste Technical Review Board,Executive,True,"[""gov"",""pulse""]",,2024-12-13T00:43:04.183Z,completed,completed,completed,completed,completed,completed,completed,completed,False,,,,,False,,True,"{""agency"":""NWTRB""}",20240711 v8.4 - GA4,"G-B22CPKJ7J9,G-CSLL4ZEK4L","[""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://fonts.googleapis.com/css"",""https://fonts.gstatic.com/s/opensans/v40/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4gaVQUwaEQbjA.woff"",""https://fonts.gstatic.com/s/ptsans/v17/jizaRExUiTo99u79D0KExcOPIDU.woff2"",""https://fonts.gstatic.com/s/ptsans/v17/jizfRExUiTo99u79B_mh0O6tLR8a8zI.woff2"",""https://www.googletagmanager.com/gtag/js"",""https://www.googletagmanager.com/gtm.js""]",4.0,"["".nwtrb.gov"",""www.nwtrb.gov""]",True,0.7233098671875,977.6000001430511,"[""about"",""fear"",""foia"",""privacy""]","[""about us"",""no fear act"",""foia"",""privacy policy"",""vulnerability disclosure""]",True,True,U.S. Nuclear Waste Technical Review Board | NWTRB,,,,,,,,,,https://www.nwtrb.gov,en,,True,True,True,https://www.nwtrb.gov/robots.txt,True,200.0,text/plain,176.0,,"[""http://www.nwtrb.gov/sitemap/sitemap.xml""]",False,True,https://www.nwtrb.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0
