target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count
jamesmadison.gov,jamesmadison.gov,.gov,True,https://www.jamesmadison.gov/,jamesmadison.gov,gov,www.jamesmadison.gov,True,200.0,text/html,True,False,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Foundation,Executive,True,"[""gov"",""pulse""]",,2024-11-08T04:48:19.629Z,completed,timeout,completed,completed,timeout,completed,completed,completed,False,amazonaws.com,Drupal,,,False,,False,,,,"[""fonts.googleapis.com"",""fonts.gstatic.com"",""static.fliphtml5.com"",""www.googletagmanager.com"",""www.youtube.com""]","[""https://fonts.googleapis.com/css"",""https://fonts.googleapis.com/css2"",""https://fonts.gstatic.com/s/merriweather/v30/u-440qyriQwlOrhSvowK_l5-fCZMdeX3rg.woff2"",""https://fonts.gstatic.com/s/sourcesanspro/v22/6xK3dSBYKcSV-LCoeQqfX1RYOo3qOK7lujVj9w.woff2"",""https://static.fliphtml5.com/web/js/jquery-1.10.2.min.js"",""https://static.fliphtml5.com/web/js/plugin/LightBox/css/fliphtml5-light-box-api-min.css"",""https://static.fliphtml5.com/web/js/plugin/LightBox/js/fliphtml5-light-box-api-min.js"",""https://www.googletagmanager.com/gtm.js"",""https://www.youtube.com/iframe_api""]",5.0,"["".jamesmadison.gov""]",True,,,"[""about""]",,True,False,Home | James Madison Foundation,,,Home,The James Madison Memorial Fellowship Foundation was established by Congress in 1986 for the purpose of improving teaching about the United States Constitution in secondary schools.,,,https://www.jamesmadison.gov/themes/custom/jmf1/images/social-share-jmmff-icon.jpg,website,https://www.jamesmadison.gov/home,https://www.jamesmadison.gov/,en,,True,True,True,https://www.jamesmadison.gov/robots.txt,True,200.0,text/plain,2027.0,,,False,True,https://www.jamesmadison.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0
www.jamesmadison.gov,jamesmadison.gov,.gov,False,https://www.jamesmadison.gov/,jamesmadison.gov,gov,www.jamesmadison.gov,True,200.0,text/html,True,True,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Foundation,Executive,True,"[""gov"",""2020_eot"",""usagov""]",,2024-11-08T01:17:42.639Z,completed,completed,completed,completed,timeout,completed,unknown_error,completed,True,amazonaws.com,Drupal,,,False,,False,,,,"[""fonts.googleapis.com"",""fonts.gstatic.com"",""static.fliphtml5.com"",""www.googletagmanager.com"",""www.youtube.com""]","[""https://fonts.googleapis.com/css"",""https://fonts.googleapis.com/css2"",""https://fonts.gstatic.com/s/merriweather/v30/u-440qyriQwlOrhSvowK_l5-fCZMdeX3rg.woff2"",""https://fonts.gstatic.com/s/sourcesanspro/v22/6xK3dSBYKcSV-LCoeQqfX1RYOo3qOK7lujVj9w.woff2"",""https://static.fliphtml5.com/web/js/jquery-1.10.2.min.js"",""https://static.fliphtml5.com/web/js/plugin/LightBox/js/fliphtml5-light-box-api-min.js"",""https://www.googletagmanager.com/gtm.js"",""https://www.youtube.com/iframe_api""]",5.0,"["".jamesmadison.gov""]",True,,,"[""about""]",,,,Home | James Madison Foundation,,,Home,The James Madison Memorial Fellowship Foundation was established by Congress in 1986 for the purpose of improving teaching about the United States Constitution in secondary schools.,,,https://www.jamesmadison.gov/themes/custom/jmf1/images/social-share-jmmff-icon.jpg,website,https://www.jamesmadison.gov/home,https://www.jamesmadison.gov/,en,,True,True,False,https://www.jamesmadison.gov/robots.txt,True,200.0,text/plain,2027.0,,,False,False,https://www.jamesmadison.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0
