target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,accessibility_violations,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count,www_scan_status,www_url,www_status_code,www_title
sirt.cftc.gov,cftc.gov,.gov,False,https://sirt.cftc.gov/,cftc.gov,gov,sirt.cftc.gov,True,200.0,text/html,True,True,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,False,"[""dap"",""pulse""]",,2025-01-03T16:15:11.430Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""language"":1,""link-purpose"":1}",True,,Drupal,,,True,,True,"{""agency"":""CFTC""}",20241218 v8.5 - GA4,"UA-21047137-1,G-2E5HHJE4M3,G-CSLL4ZEK4L","[""dap.digitalgov.gov"",""www.cftc.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://dap.digitalgov.gov/web-vitals/dist/web-vitals.attribution.iife.js"",""https://www.cftc.gov/core/assets/vendor/jquery-once/jquery.once.min.js"",""https://www.cftc.gov/core/assets/vendor/jquery/jquery.min.js"",""https://www.cftc.gov/core/assets/vendor/underscore/underscore-min.js"",""https://www.cftc.gov/core/misc/drupal.init.js"",""https://www.cftc.gov/core/misc/drupal.js"",""https://www.cftc.gov/core/misc/drupalSettingsLoader.js"",""https://www.cftc.gov/core/modules/system/css/components/align.module.css"",""https://www.cftc.gov/core/modules/system/css/components/clearfix.module.css"",""https://www.cftc.gov/core/modules/system/css/components/container-inline.module.css"",""https://www.cftc.gov/core/modules/system/css/components/details.module.css"",""https://www.cftc.gov/core/modules/system/css/components/fieldgroup.module.css"",""https://www.cftc.gov/core/modules/system/css/components/hidden.module.css"",""https://www.cftc.gov/core/modules/system/css/components/item-list.module.css"",""https://www.cftc.gov/core/modules/system/css/components/js.module.css"",""https://www.cftc.gov/core/modules/system/css/components/nowrap.module.css"",""https://www.cftc.gov/core/modules/system/css/components/position-container.module.css"",""https://www.cftc.gov/core/modules/system/css/components/progress.module.css"",""https://www.cftc.gov/core/modules/system/css/components/reset-appearance.module.css"",""https://www.cftc.gov/core/modules/system/css/components/resize.module.css"",""https://www.cftc.gov/core/modules/system/css/components/sticky-header.module.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-counter.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-report-counters.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-report-general-info.css"",""https://www.cftc.gov/core/modules/system/css/components/tablesort.module.css""]",4.0,"["".cftc.gov"",""sirt.cftc.gov""]",True,0.1187738999023437,234.8000001907349,"[""about"",""fear"",""inspector"",""privacy"",""usa.gov""]","[""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",True,True,- CFTC,,,,,,,https://www.cftc.gov/sites/default/files/CFTC-OB-Photo-200113-Press-6.jpg,,,,,,False,False,True,https://sirt.cftc.gov/Errors/PageNotFound.aspx,True,200.0,text/html,,,,False,True,https://sirt.cftc.gov/Errors/PageNotFound.aspx,True,200.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
cftc.gov,cftc.gov,.gov,True,https://www.cftc.gov/,cftc.gov,gov,www.cftc.gov,True,200.0,text/html,True,False,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,False,"[""gov"",""pulse""]",,2025-01-03T16:39:09.990Z,completed,completed,completed,completed,completed,completed,completed,completed,,True,,Drupal,,,True,,True,"{""agency"":""CFTC""}",20241218 v8.5 - GA4,"UA-21047137-1,G-CSLL4ZEK4L,G-2E5HHJE4M3","[""cdn.jsdelivr.net"",""dap.digitalgov.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.4.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/bootstrap@3.4.1/dist/css/bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/bootstrap@3.4.1/dist/js/bootstrap.min.js"",""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://dap.digitalgov.gov/web-vitals/dist/web-vitals.attribution.iife.js"",""https://www.google-analytics.com/analytics.js"",""https://www.google-analytics.com/collect"",""https://www.googletagmanager.com/gtag/js""]",4.0,"["".cftc.gov""]",True,0.000168818359375,296.2999997138977,"[""about"",""fear"",""inspector"",""privacy"",""usa.gov"",""/es""]","[""accessibility"",""foia"",""inspector general"",""privacy policy"",""usa.gov"",""español""]",True,True,Commodity Futures Trading Commission | CFTC,,,,,,,https://www.cftc.gov/sites/default/files/CFTC-OB-Photo-200113-Press-6.jpg,,,,en,,False,True,True,https://www.cftc.gov/robots.txt,True,200.0,text/plain,50.0,,,False,True,https://www.cftc.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,completed,https://www.cftc.gov,200.0,Commodity Futures Trading Commission | CFTC
forms.cftc.gov,cftc.gov,.gov,True,https://www.cftc.gov/,cftc.gov,gov,www.cftc.gov,True,200.0,text/html,True,False,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,True,"[""pulse""]",,2025-01-04T18:37:45.816Z,completed,completed,completed,completed,completed,completed,completed,completed,,True,amazonaws.com,Drupal,,,True,,True,"{""agency"":""CFTC""}",20241218 v8.5 - GA4,"UA-21047137-1,G-CSLL4ZEK4L,G-2E5HHJE4M3","[""cdn.jsdelivr.net"",""dap.digitalgov.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.4.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/bootstrap@3.4.1/dist/css/bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/bootstrap@3.4.1/dist/js/bootstrap.min.js"",""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://dap.digitalgov.gov/web-vitals/dist/web-vitals.attribution.iife.js"",""https://www.google-analytics.com/analytics.js"",""https://www.google-analytics.com/collect"",""https://www.googletagmanager.com/gtag/js"",""https://www.googletagmanager.com/td""]",4.0,"["".cftc.gov""]",True,0.0001580761718749,383.5,"[""about"",""fear"",""inspector"",""privacy"",""usa.gov"",""/es""]","[""accessibility"",""foia"",""inspector general"",""privacy policy"",""usa.gov"",""español""]",True,True,Commodity Futures Trading Commission | CFTC,,,,,,,https://www.cftc.gov/sites/default/files/CFTC-OB-Photo-200113-Press-6.jpg,,,,en,,False,False,False,https://forms.cftc.gov/robots.txt,False,404.0,text/html,,,,False,False,https://forms.cftc.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
www.devcftc.gov,devcftc.gov,.gov,,,,,,,,,,,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,,"[""gov""]",,2025-01-04T01:41:00.779Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,unknown_error,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
strikeprice.cftc.gov,cftc.gov,.gov,,,,,,,,,,,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,,"[""pulse""]",,2025-01-05T00:56:37.865Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
comments.cftc.gov,cftc.gov,.gov,True,https://comments.cftc.gov/PublicComments/ReleasesWithComments.aspx,cftc.gov,gov,comments.cftc.gov,True,200.0,text/html,True,True,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,False,"[""dap"",""pulse""]",,2025-01-03T20:29:39.968Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""language"":1,""link-purpose"":1}",True,,Drupal,,,True,,True,"{""agency"":""CFTC""}",20241218 v8.5 - GA4,"UA-21047137-1,G-2E5HHJE4M3,G-CSLL4ZEK4L","[""dap.digitalgov.gov"",""www.cftc.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://www.cftc.gov/core/assets/vendor/jquery-once/jquery.once.min.js"",""https://www.cftc.gov/core/assets/vendor/jquery/jquery.min.js"",""https://www.cftc.gov/core/assets/vendor/underscore/underscore-min.js"",""https://www.cftc.gov/core/misc/drupal.init.js"",""https://www.cftc.gov/core/misc/drupal.js"",""https://www.cftc.gov/core/misc/drupalSettingsLoader.js"",""https://www.cftc.gov/core/modules/system/css/components/align.module.css"",""https://www.cftc.gov/core/modules/system/css/components/clearfix.module.css"",""https://www.cftc.gov/core/modules/system/css/components/container-inline.module.css"",""https://www.cftc.gov/core/modules/system/css/components/details.module.css"",""https://www.cftc.gov/core/modules/system/css/components/fieldgroup.module.css"",""https://www.cftc.gov/core/modules/system/css/components/hidden.module.css"",""https://www.cftc.gov/core/modules/system/css/components/item-list.module.css"",""https://www.cftc.gov/core/modules/system/css/components/js.module.css"",""https://www.cftc.gov/core/modules/system/css/components/nowrap.module.css"",""https://www.cftc.gov/core/modules/system/css/components/position-container.module.css"",""https://www.cftc.gov/core/modules/system/css/components/progress.module.css"",""https://www.cftc.gov/core/modules/system/css/components/reset-appearance.module.css"",""https://www.cftc.gov/core/modules/system/css/components/resize.module.css"",""https://www.cftc.gov/core/modules/system/css/components/sticky-header.module.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-counter.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-report-counters.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-report-general-info.css"",""https://www.cftc.gov/core/modules/system/css/components/tablesort.module.css"",""https://www.cftc.gov/core/modules/system/css/components/tree-child.module.css""]",4.0,"["".cftc.gov"",""comments.cftc.gov""]",True,0.1187738999023437,597.8000001907349,"[""about"",""fear"",""inspector"",""privacy"",""usa.gov""]","[""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",True,True,Public Comments - CFTC,,,,,,,https://www.cftc.gov/sites/default/files/CFTC-OB-Photo-200113-Press-6.jpg,,,,,,False,False,True,https://comments.cftc.gov/Errors/PageNotFound.aspx,True,200.0,text/html,,,,False,True,https://comments.cftc.gov/Errors/PageNotFound.aspx,True,200.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
remotesb.cftc.gov,cftc.gov,.gov,False,https://remotesb.cftc.gov/+CSCOE+/logon.html#form_title_text,cftc.gov,gov,remotesb.cftc.gov,True,200.0,text/html,True,True,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,False,"[""pulse""]",,2025-01-05T00:48:39.061Z,completed,completed,completed,completed,completed,unknown_error,completed,completed,"{""page-titled"":1,""language"":1,""images"":2}",False,,,,"[""\""password\""""]",False,,False,,,,,,0.0,"[""remotesb.cftc.gov""]",True,0.0,231.39999961853027,,,True,True,,,,,,,,,,,,,,False,,,,,,,,,,False,True,https://remotesb.cftc.gov/+CSCOE+/message.html?mc=2,True,200.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
www.cftc.gov,cftc.gov,.gov,False,https://www.cftc.gov/,cftc.gov,gov,www.cftc.gov,True,200.0,text/html,True,True,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,False,"[""gov"",""dap"",""2020_eot"",""usagov"",""gov_man"",""oira""]",,2025-01-03T14:51:19.693Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,,True,,Drupal,,,True,,True,"{""agency"":""CFTC""}",20241218 v8.5 - GA4,"UA-21047137-1,G-CSLL4ZEK4L,G-2E5HHJE4M3","[""cdn.jsdelivr.net"",""dap.digitalgov.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.4.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/bootstrap@3.4.1/dist/css/bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/bootstrap@3.4.1/dist/js/bootstrap.min.js"",""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://dap.digitalgov.gov/web-vitals/dist/web-vitals.attribution.iife.js"",""https://www.google-analytics.com/analytics.js"",""https://www.google-analytics.com/collect"",""https://www.googletagmanager.com/gtag/js""]",4.0,"["".cftc.gov""]",True,0.0001580761718749,266.90000009536743,"[""about"",""fear"",""inspector"",""privacy"",""usa.gov"",""/es""]","[""accessibility"",""foia"",""inspector general"",""privacy policy"",""usa.gov"",""español""]",,,Commodity Futures Trading Commission | CFTC,,,,,,,https://www.cftc.gov/sites/default/files/CFTC-OB-Photo-200113-Press-6.jpg,,,,en,,False,True,False,https://www.cftc.gov/robots.txt,True,200.0,text/plain,50.0,,,False,False,https://www.cftc.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
accountcreation.cftc.gov,cftc.gov,.gov,True,https://accountcreation.cftc.gov/CFTCAccount.aspx,cftc.gov,gov,accountcreation.cftc.gov,True,200.0,text/html,True,True,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,False,"[""dap"",""pulse""]",,2025-01-05T00:53:24.694Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""language"":1,""link-purpose"":1}",True,,Drupal,,,True,,True,"{""agency"":""CFTC""}",20241218 v8.5 - GA4,"UA-21047137-1,G-CSLL4ZEK4L,G-2E5HHJE4M3","[""dap.digitalgov.gov"",""www.cftc.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://www.cftc.gov/core/assets/vendor/jquery-once/jquery.once.min.js"",""https://www.cftc.gov/core/assets/vendor/jquery/jquery.min.js"",""https://www.cftc.gov/core/assets/vendor/underscore/underscore-min.js"",""https://www.cftc.gov/core/misc/drupal.init.js"",""https://www.cftc.gov/core/misc/drupal.js"",""https://www.cftc.gov/core/misc/drupalSettingsLoader.js"",""https://www.cftc.gov/core/modules/system/css/components/align.module.css"",""https://www.cftc.gov/core/modules/system/css/components/clearfix.module.css"",""https://www.cftc.gov/core/modules/system/css/components/container-inline.module.css"",""https://www.cftc.gov/core/modules/system/css/components/details.module.css"",""https://www.cftc.gov/core/modules/system/css/components/fieldgroup.module.css"",""https://www.cftc.gov/core/modules/system/css/components/hidden.module.css"",""https://www.cftc.gov/core/modules/system/css/components/item-list.module.css"",""https://www.cftc.gov/core/modules/system/css/components/js.module.css"",""https://www.cftc.gov/core/modules/system/css/components/nowrap.module.css"",""https://www.cftc.gov/core/modules/system/css/components/position-container.module.css"",""https://www.cftc.gov/core/modules/system/css/components/progress.module.css"",""https://www.cftc.gov/core/modules/system/css/components/reset-appearance.module.css"",""https://www.cftc.gov/core/modules/system/css/components/resize.module.css"",""https://www.cftc.gov/core/modules/system/css/components/sticky-header.module.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-counter.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-report-counters.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-report-general-info.css"",""https://www.cftc.gov/core/modules/system/css/components/tablesort.module.css"",""https://www.cftc.gov/core/modules/system/css/components/tree-child.module.css""]",4.0,"["".cftc.gov""]",True,0.1187738999023437,348.1000003814697,"[""about"",""fear"",""inspector"",""privacy"",""usa.gov""]","[""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",True,True,CFTC Account Creation - CFTC,,,,,,,https://www.cftc.gov/sites/default/files/CFTC-OB-Photo-200113-Press-6.jpg,,,,,,False,False,False,https://accountcreation.cftc.gov/robots.txt,False,404.0,text/html,,,,False,False,https://accountcreation.cftc.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
comments2.cftc.gov,cftc.gov,.gov,True,https://comments2.cftc.gov/PublicComments/ReleasesWithComments.aspx,cftc.gov,gov,comments2.cftc.gov,True,200.0,text/html,True,True,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Executive,False,"[""dap""]",,2025-01-02T08:37:19.755Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""language"":1,""link-purpose"":1}",True,,Drupal,,,True,,True,"{""agency"":""CFTC""}",20241218 v8.5 - GA4,"UA-21047137-1,G-2E5HHJE4M3,G-CSLL4ZEK4L","[""dap.digitalgov.gov"",""www.cftc.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://www.cftc.gov/core/assets/vendor/jquery-once/jquery.once.min.js"",""https://www.cftc.gov/core/assets/vendor/jquery/jquery.min.js"",""https://www.cftc.gov/core/assets/vendor/underscore/underscore-min.js"",""https://www.cftc.gov/core/misc/drupal.init.js"",""https://www.cftc.gov/core/misc/drupal.js"",""https://www.cftc.gov/core/misc/drupalSettingsLoader.js"",""https://www.cftc.gov/core/modules/system/css/components/align.module.css"",""https://www.cftc.gov/core/modules/system/css/components/clearfix.module.css"",""https://www.cftc.gov/core/modules/system/css/components/container-inline.module.css"",""https://www.cftc.gov/core/modules/system/css/components/details.module.css"",""https://www.cftc.gov/core/modules/system/css/components/fieldgroup.module.css"",""https://www.cftc.gov/core/modules/system/css/components/hidden.module.css"",""https://www.cftc.gov/core/modules/system/css/components/item-list.module.css"",""https://www.cftc.gov/core/modules/system/css/components/js.module.css"",""https://www.cftc.gov/core/modules/system/css/components/nowrap.module.css"",""https://www.cftc.gov/core/modules/system/css/components/position-container.module.css"",""https://www.cftc.gov/core/modules/system/css/components/progress.module.css"",""https://www.cftc.gov/core/modules/system/css/components/reset-appearance.module.css"",""https://www.cftc.gov/core/modules/system/css/components/resize.module.css"",""https://www.cftc.gov/core/modules/system/css/components/sticky-header.module.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-counter.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-report-counters.css"",""https://www.cftc.gov/core/modules/system/css/components/system-status-report-general-info.css"",""https://www.cftc.gov/core/modules/system/css/components/tablesort.module.css"",""https://www.cftc.gov/core/modules/system/css/components/tree-child.module.css""]",4.0,"["".cftc.gov"",""comments2.cftc.gov""]",True,0.1187738999023437,755.5,"[""about"",""fear"",""inspector"",""privacy"",""usa.gov""]","[""no fear act"",""foia"",""inspector general"",""privacy policy"",""usa.gov""]",True,True,Public Comments - CFTC,,,,,,,https://www.cftc.gov/sites/default/files/CFTC-OB-Photo-200113-Press-6.jpg,,,,,,False,False,True,https://comments2.cftc.gov/Errors/PageNotFound.aspx,True,200.0,text/html,,,,False,True,https://comments2.cftc.gov/Errors/PageNotFound.aspx,True,200.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
