target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,scan_date,primary_scan_status,dns_scan_status,not_found_scan_status,robots_txt_scan_status,sitemap_xml_scan_status,ipv6,hostname,cms,cloud_dot_gov_pages,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,third_party_service_domains,third_party_service_count,cookie_domains,viewport_meta_tag,required_links_url,required_links_text,og_title,og_description,og_article_published,og_article_modified,canonical_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inline_css,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count
www.asc.gov,asc.gov,gov,,,,,,,,,,,Appraisal Subcommittee,Appraisal Subcommittee,Executive,True,"[""gov""]",2024-02-03T00:44:58.309Z,timeout,completed,completed,unknown_error,completed,True,,,,,,,,,,,,"["".asc.gov""]",,,,,,,,,,,,,,,,,,,False,False,https://www.asc.gov/sitemap.xml,False,404.0,text/html,,,,,,,,,,,,,
refermyappraisalcomplaint.asc.gov,asc.gov,gov,False,https://refermyappraisalcomplaint.asc.gov/,asc.gov,gov,refermyappraisalcomplaint.asc.gov,True,200.0,text/html,True,True,Appraisal Subcommittee,Appraisal Subcommittee,Executive,True,"[""dap"",""pulse""]",2024-02-03T00:48:43.544Z,completed,completed,completed,completed,completed,False,,Drupal,False,,,True,,True,"{""agency"":""ASC"",""subagency"":""Hotline"",""yt"":""false"",""pua"":""0""}","[""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",5.0,"["".asc.gov"","".refermyappraisalcomplaint.asc.gov""]",True,"[""about"",""privacy""]","[""about us"",""accessibility"",""privacy policy""]",,,,,https://refermyappraisalcomplaint.asc.gov/,False,True,False,https://refermyappraisalcomplaint.asc.gov/robots.txt,True,200.0,text/plain,1586.0,,,False,False,https://refermyappraisalcomplaint.asc.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,40.0,0.0,0.0,0.0,0.0,,0.0,40.0
asc.gov,asc.gov,gov,False,https://asc.gov/?state_id=62&state=TN,asc.gov,gov,asc.gov,True,200.0,text/html,True,True,Appraisal Subcommittee,Appraisal Subcommittee,Executive,True,"[""gov"",""dap"",""pulse""]",2024-02-03T00:42:48.351Z,completed,completed,completed,completed,completed,False,,,False,,,True,,True,"{""agency"":""ASC"",""yt"":""false"",""sdor"":""false"",""pua"":""0""}","[""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",5.0,"["".asc.gov""]",True,"[""about"",""foia"",""privacy""]","[""accessibility"",""foia"",""privacy policy""]",,,,,https://asc.gov/,False,True,False,https://asc.gov/robots.txt,True,200.0,text/plain,1661.0,,,False,False,https://asc.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,40.0,0.0,0.0,0.0,0.0,,0.0,40.0
